,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,% of fully vaccinated population,average for last 7 days,change in cases,increase in vaccinated population,average change
66,ISR,Asia,Israel,2021-03-11,814250.0,2758.0,2977.571,5967.0,17.0,20.714000000000002,94072.68699999999,318.64,344.00800000000004,689.385,1.964,2.3930000000000002,0.73,251.0,28.999000000000002,1225.0,141.528,,,,,85506.0,13955924.0,1612.369,9.879,83722.0,9.673,0.036000000000000004,28.1,tests performed,9121222.0,5041936.0,4079286.0,91897.0,81931.0,105.38,58.25,47.13,9466.0,54.63,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,47.15,2977.5714285714284,-166.28571428571422,0.7999999999999972,-98.73469387755105
67,ISR,Asia,Israel,2021-03-12,816198.0,1948.0,2819.0,5980.0,13.0,20.857,94297.745,225.058,325.687,690.887,1.5019999999999998,2.41,0.7,253.0,29.23,1165.0,134.596,,,,,85495.0,14041419.0,1622.246,9.877,81413.0,9.406,0.035,28.9,tests performed,9173584.0,5053043.0,4120541.0,52362.0,81201.0,105.99,58.38,47.61,9381.0,54.63,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,47.63,2819.0,-158.57142857142844,0.480000000000004,-121.46938775510203
68,ISR,Asia,Israel,2021-03-13,817799.0,1601.0,2581.714,5988.0,8.0,18.857,94482.713,184.968,298.27299999999997,691.811,0.924,2.1790000000000003,0.68,259.0,29.923000000000002,1148.0,132.632,,,,,27128.0,14068547.0,1625.38,3.134,79425.0,9.176,0.033,30.8,tests performed,9206628.0,5060932.0,4145696.0,33044.0,80788.0,106.37,58.47,47.9,9334.0,54.63,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,47.92,2581.714285714286,-237.28571428571422,0.28999999999999915,-169.79591836734693
69,ISR,Asia,Israel,2021-03-14,818977.0,1178.0,2486.0,6011.0,23.0,17.143,94618.811,136.09799999999998,287.215,694.4680000000001,2.657,1.9809999999999999,0.64,269.0,31.078000000000003,1195.0,138.062,497.0,57.42,857.0,99.012,58716.0,14127263.0,1632.164,6.784,78623.0,9.084,0.032,31.6,tests performed,9301257.0,5081824.0,4219433.0,94629.0,79512.0,107.46,58.71,48.75,9186.0,54.63,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,48.77,2486.0,-95.71428571428578,0.8500000000000014,-170.73469387755105
70,ISR,Asia,Israel,2021-03-15,820913.0,1936.0,2256.714,6030.0,19.0,16.143,94842.48300000001,223.672,260.725,696.664,2.195,1.865,0.62,256.0,29.576,1176.0,135.86700000000002,,,,,89219.0,14216482.0,1642.4720000000002,10.308,77237.0,8.923,0.028999999999999998,34.2,tests performed,9399064.0,5101721.0,4297343.0,97807.0,79168.0,108.59,58.94,49.65,9147.0,54.63,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,49.67,2256.714285714286,-229.28571428571422,0.8999999999999986,-191.0408163265306
71,ISR,Asia,Israel,2021-03-16,822703.0,1790.0,2063.0,6048.0,18.0,16.429000000000002,95049.287,206.804,238.34400000000002,698.743,2.08,1.8980000000000001,0.59,272.0,31.425,1110.0,128.24200000000002,,,,,75462.0,14291944.0,1651.19,8.718,74375.0,8.593,0.027999999999999997,36.1,tests performed,9488898.0,5120292.0,4368606.0,89834.0,77298.0,109.63,59.16,50.47,8930.0,54.63,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,50.49,2063.0,-193.71428571428578,0.8200000000000003,-175.57142857142858
72,ISR,Asia,Israel,2021-03-17,824178.0,1475.0,1812.286,6057.0,9.0,15.286,95219.698,170.41099999999997,209.37900000000002,699.783,1.04,1.766,0.57,255.0,29.461,1064.0,122.927,,,,,80044.0,14371988.0,1660.4379999999999,9.248,71653.0,8.277999999999999,0.025,39.5,tests performed,9565144.0,5137780.0,4427364.0,76246.0,76546.0,110.51,59.36,51.15,8844.0,54.63,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,51.17,1812.2857142857142,-250.71428571428578,0.6799999999999997,-190.22448979591834
73,ISR,Asia,Israel,2021-03-18,825562.0,1384.0,1616.0,6069.0,12.0,14.571,95379.59599999999,159.898,186.701,701.169,1.386,1.683,0.55,248.0,28.651999999999997,1044.0,120.616,,,,,65542.0,14437530.0,1668.01,7.572,68801.0,7.949,0.023,42.6,tests performed,9638962.0,5153697.0,4485265.0,73818.0,73963.0,111.36,59.54,51.82,8545.0,54.63,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,51.84,1616.0,-196.28571428571422,0.6700000000000017,-194.51020408163262
74,ISR,Asia,Israel,2021-03-19,826609.0,1047.0,1487.286,6073.0,4.0,13.286,95500.55900000001,120.963,171.83,701.6310000000001,0.462,1.535,0.54,239.0,27.612,982.0,113.45299999999999,,,,,61409.0,14498939.0,1675.105,7.095,65360.0,7.551,0.023,43.9,tests performed,9673543.0,5160470.0,4513073.0,34581.0,71423.0,111.76,59.62,52.14,8252.0,54.63,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,52.16,1487.2857142857142,-128.71428571428578,0.3199999999999932,-190.24489795918367
75,ISR,Asia,Israel,2021-03-20,827220.0,611.0,1345.8570000000002,6082.0,9.0,13.429,95571.149,70.59100000000001,155.491,702.671,1.04,1.551,0.52,245.0,28.305999999999997,936.0,108.139,,,,,19215.0,14518154.0,1677.325,2.22,64230.0,7.421,0.021,47.7,tests performed,9693869.0,5165622.0,4528247.0,20326.0,69606.0,112.0,59.68,52.32,8042.0,54.63,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,52.34,1345.857142857143,-141.42857142857133,0.18000000000000682,-176.55102040816328
76,ISR,Asia,Israel,2021-03-21,827772.0,552.0,1256.4289999999999,6092.0,10.0,11.571,95634.92300000001,63.773999999999994,145.159,703.827,1.155,1.337,0.5,250.0,28.883000000000003,972.0,112.29799999999999,374.0,43.208999999999996,605.0,69.89699999999999,48048.0,14566202.0,1682.876,5.551,62706.0,7.245,0.02,49.9,tests performed,9747105.0,5178609.0,4568496.0,53236.0,63693.0,112.61,59.83,52.78,7359.0,50.93,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,52.81,1256.4285714285713,-89.42857142857156,0.46999999999999886,-175.65306122448982
77,ISR,Asia,Israel,2021-03-22,828764.0,992.0,1121.5710000000001,6109.0,17.0,11.286,95749.53199999999,114.609,129.578,705.791,1.964,1.304,0.48,243.0,28.075,956.0,110.449,,,,,60541.0,14626743.0,1689.87,6.994,58609.0,6.771,0.019,52.3,tests performed,9799781.0,5191746.0,4608035.0,52676.0,57245.0,113.22,59.98,53.24,6614.0,50.93,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,53.27,1121.5714285714287,-134.85714285714266,0.46000000000000085,-162.16326530612244
78,ISR,Asia,Israel,2021-03-23,829689.0,925.0,998.0,6122.0,13.0,10.571,95856.4,106.868,115.302,707.293,1.5019999999999998,1.2209999999999999,0.46,247.0,28.537,865.0,99.936,,,,,41450.0,14668193.0,1694.6589999999999,4.789,53750.0,6.21,0.019,53.9,tests performed,9809493.0,5194320.0,4615173.0,9712.0,45799.0,113.33,60.01,53.32,5291.0,50.93,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,53.36,998.0,-123.57142857142867,0.0899999999999963,-152.14285714285714
79,ISR,Asia,Israel,2021-03-24,830028.0,339.0,835.7139999999999,6154.0,32.0,13.857000000000001,95895.56599999999,39.166,96.553,710.99,3.697,1.601,0.45,236.0,27.266,844.0,97.51,,,,,45323.0,14713516.0,1699.896,5.236000000000001,48790.0,5.6370000000000005,0.017,58.4,tests performed,9866246.0,5204993.0,4661253.0,56753.0,43015.0,113.99,60.13,53.85,4970.0,50.93,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,53.89,835.7142857142857,-162.28571428571433,0.5300000000000011,-139.51020408163262
80,ISR,Asia,Israel,2021-03-25,830845.0,817.0,754.7139999999999,6163.0,9.0,13.429,95989.95599999999,94.39,87.194,712.029,1.04,1.551,0.45,247.0,28.537,845.0,97.625,,,,,65415.0,14778931.0,1707.453,7.558,48772.0,5.635,0.015,64.6,tests performed,9911101.0,5214889.0,4696212.0,44855.0,38877.0,114.51,60.25,54.26,4492.0,50.93,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,54.3,754.7142857142857,-81.0,0.4099999999999966,-123.0408163265306
81,ISR,Asia,Israel,2021-03-26,831383.0,538.0,682.0,6165.0,2.0,13.142999999999999,96052.11300000001,62.157,78.793,712.2610000000001,0.231,1.518,0.44,235.0,27.15,765.0,88.383,,,,,48660.0,14827591.0,1713.075,5.622000000000001,46950.0,5.4239999999999995,0.015,68.8,tests performed,9928071.0,5218871.0,4709200.0,16970.0,36361.0,114.7,60.3,54.41,4201.0,50.93,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,54.45,682.0,-72.71428571428567,0.15000000000000568,-115.04081632653059
82,ISR,Asia,Israel,2021-03-27,831383.0,0.0,594.714,6165.0,0.0,11.857000000000001,96052.11300000001,0.0,68.709,712.2610000000001,0.0,1.37,0.44,231.0,26.688000000000002,694.0,80.18,,,,,16846.0,14844437.0,1715.021,1.946,46612.0,5.385,0.013000000000000001,78.4,tests performed,9934005.0,5220588.0,4713417.0,5934.0,34305.0,114.77,60.31,54.46,3963.0,50.93,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,54.5,594.7142857142857,-87.28571428571433,0.04999999999999716,-107.3061224489796
83,ISR,Asia,Israel,2021-03-28,831924.0,541.0,593.143,6185.0,20.0,13.286,96114.616,62.503,68.528,714.571,2.311,1.535,0.44,235.0,27.15,695.0,80.295,238.0,27.497,360.0,41.592,11487.0,14855924.0,1716.348,1.327,41389.0,4.782,0.013999999999999999,69.8,tests performed,9940575.0,5222616.0,4717959.0,6570.0,27639.0,114.85,60.34,54.51,3193.0,50.93,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,54.55,593.1428571428571,-1.5714285714285552,0.04999999999999716,-94.7551020408163
84,ISR,Asia,Israel,2021-03-29,832125.0,201.0,480.14300000000003,6197.0,12.0,12.571,96137.838,23.221999999999998,55.472,715.9580000000001,1.386,1.452,0.43,233.0,26.919,725.0,83.76100000000001,,,,,42368.0,14898292.0,1721.243,4.895,38793.0,4.482,0.012,80.8,tests performed,9976208.0,5229339.0,4746869.0,35633.0,25204.0,115.26,60.42,54.84,2912.0,50.93,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,54.9,480.14285714285717,-112.99999999999994,0.3500000000000014,-91.63265306122447
85,ISR,Asia,Israel,2021-03-30,832639.0,514.0,421.42900000000003,6193.0,-4.0,10.142999999999999,96197.222,59.38399999999999,48.68899999999999,715.495,-0.462,1.172,0.43,220.0,25.416999999999998,699.0,80.758,,,,,44755.0,14943047.0,1726.414,5.171,39265.0,4.5360000000000005,0.011000000000000001,93.2,tests performed,10006047.0,5237148.0,4768899.0,29839.0,28079.0,115.6,60.51,55.1,3244.0,50.93,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,55.15,421.42857142857144,-58.71428571428572,0.25,-82.3673469387755
86,ISR,Asia,Israel,2021-03-31,833105.0,466.0,439.57099999999997,6209.0,16.0,7.857,96251.06,53.838,50.785,717.3439999999999,1.849,0.9079999999999999,0.44,227.0,26.226,631.0,72.90100000000001,,,,,39677.0,14982724.0,1730.9979999999998,4.584,38458.0,4.4430000000000005,0.011000000000000001,87.5,tests performed,10033312.0,5245209.0,4788103.0,27265.0,23867.0,115.92,60.6,55.32,2757.0,50.93,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,55.38,439.57142857142856,18.14285714285711,0.23000000000000398,-56.59183673469386
87,ISR,Asia,Israel,2021-04-01,833456.0,351.0,373.0,6220.0,11.0,8.142999999999999,96291.61300000001,40.552,43.093999999999994,718.615,1.271,0.941,0.43,214.0,24.724,538.0,62.157,,,,,35768.0,15018492.0,1735.13,4.132,34223.0,3.9539999999999997,0.011000000000000001,91.8,tests performed,10059804.0,5253248.0,4806556.0,26492.0,21243.0,116.22,60.69,55.53,2454.0,,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,55.59,373.0,-66.57142857142856,0.21000000000000085,-54.53061224489794
88,ISR,Asia,Israel,2021-04-02,833707.0,251.0,332.0,6220.0,0.0,7.857,96320.61099999999,28.999000000000002,38.357,718.615,0.0,0.9079999999999999,0.44,,,,,,,,,,,,,,,,,,10070507.0,5256007.0,4814500.0,10703.0,20348.0,116.35,60.72,55.62,2351.0,,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,55.68,332.0,-41.0,0.0899999999999963,-49.999999999999986
89,ISR,Asia,Israel,2021-04-03,834070.0,363.0,383.85699999999997,6236.0,16.0,10.142999999999999,96362.55,41.938,44.348,720.4630000000001,1.849,1.172,,,,,,,,,,,,,,,,,,,10074699.0,5257338.0,4817361.0,4192.0,20099.0,116.4,60.74,55.66,2322.0,,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,55.72,383.85714285714283,51.85714285714283,0.03999999999999915,-30.122448979591816
90,ISR,Asia,Israel,2021-04-04,834247.0,177.0,331.85699999999997,6243.0,7.0,8.286,96382.99900000001,20.449,38.34,721.2719999999999,0.809,0.9570000000000001,,,,,,,,,,,,,,,,,,,10108889.0,5269051.0,4839838.0,34190.0,24045.0,116.79,60.87,55.92,2778.0,,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,55.98,331.85714285714283,-52.0,0.259999999999998,-37.32653061224488
